Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type Num,Strain [minNm]
L,299.8,311.2,1664,28.3,173,0,0,0,0,0,0,0,4895.900000000001
H,299.9,311.2,1495,35.8,175,0,0,0,0,0,0,2,6264.999999999999
M,300.0,311.4,1533,42.6,180,0,0,0,0,0,0,1,7668.0
L,300.0,311.4,1484,37.0,183,0,0,0,0,0,0,0,6771.0
L,300.0,311.4,1604,38.7,185,0,0,0,0,0,0,0,7159.500000000001
L,300.0,311.4,1483,45.6,187,0,0,0,0,0,0,0,8527.2
L,300.1,311.5,1549,34.7,189,0,0,0,0,0,0,0,6558.3
L,300.1,311.4,1604,35.0,191,0,0,0,0,0,0,0,6685.0
L,300.2,311.5,1685,31.0,193,0,0,0,0,0,0,0,5983.0
L,300.2,311.6,1372,49.2,195,0,0,0,0,0,0,0,9594.0
L,300.3,311.6,1374,47.4,197,0,0,0,0,0,0,0,9337.8
L,300.2,311.6,1606,31.0,199,0,0,0,0,0,0,0,6169.0
L,300.1,311.5,1471,47.2,201,0,0,0,0,0,0,0,9487.2
L,300.1,311.5,1659,31.1,203,0,0,0,0,0,0,0,6313.3
M,300.1,311.7,1400,48.5,205,0,0,0,0,0,0,1,9942.5
L,300.1,311.7,1503,42.6,208,0,0,0,0,0,0,0,8860.800000000001
L,300.2,311.8,1798,23.2,210,0,0,0,0,0,0,0,4872.0
M,300.2,311.6,1608,35.0,212,0,0,0,0,0,0,1,7420.0
L,300.2,311.6,1322,50.9,215,0,0,0,0,0,0,0,10943.5
H,300.2,311.6,1547,37.7,217,0,0,0,0,0,0,2,8180.900000000001
M,300.3,311.7,1374,47.9,222,1,1,0,0,0,0,1,10633.8
M,300.3,311.7,1447,36.8,0,0,0,0,0,0,0,1,0.0
L,300.4,311.7,1373,47.2,3,0,0,0,0,0,0,0,141.60000000000002
L,300.3,311.7,1515,37.5,5,0,0,0,0,0,0,0,187.5
L,300.3,311.7,1317,56.5,7,0,0,0,0,0,0,0,395.5
L,300.3,311.8,1551,37.2,9,0,0,0,0,0,0,0,334.8
M,300.3,311.8,1592,32.1,11,0,0,0,0,0,0,1,353.1
L,300.4,311.8,1433,42.2,14,0,0,0,0,0,0,0,590.8000000000001
L,300.5,311.9,1432,43.1,16,0,0,0,0,0,0,0,689.6
L,300.5,311.9,1350,51.7,18,0,0,0,0,0,0,0,930.6
M,300.5,311.9,1370,44.8,20,0,0,0,0,0,0,1,896.0
L,300.5,312.0,1415,44.6,23,0,0,0,0,0,0,0,1025.8
L,300.5,312.0,1498,42.9,25,0,0,0,0,0,0,0,1072.5
M,300.5,312.0,1382,54.1,27,0,0,0,0,0,0,1,1460.7
M,300.5,311.9,1511,44.5,30,0,0,0,0,0,0,1,1335.0
L,300.5,311.9,1330,59.5,33,0,0,0,0,0,0,0,1963.5
L,300.5,311.9,1383,50.5,35,0,0,0,0,0,0,0,1767.5
L,300.5,311.9,1431,49.4,37,0,0,0,0,0,0,0,1827.8
L,300.5,312.0,1461,38.1,39,0,0,0,0,0,0,0,1485.9
H,300.4,311.9,1438,46.7,41,1,0,0,0,0,1,2,1914.7
M,300.5,312.0,1779,27.7,46,0,0,0,0,0,0,1,1274.2
M,300.6,312.1,1293,52.3,49,0,0,0,0,0,0,1,2562.7
L,300.6,312.2,1308,54.7,52,0,0,0,0,0,0,0,2844.4
L,300.6,312.3,1532,37.2,54,0,0,0,0,0,0,0,2008.8000000000002
L,300.7,312.4,1470,38.6,56,0,0,0,0,0,0,0,2161.6
L,300.7,312.3,1548,37.9,58,0,0,0,0,0,0,0,2198.2
L,300.7,312.3,1898,24.0,60,0,0,0,0,0,0,0,1440.0
H,300.7,312.2,1335,49.0,62,0,0,0,0,0,0,2,3038.0
L,300.7,312.3,1420,53.8,67,0,0,0,0,0,0,0,3604.6
L,300.7,312.3,1418,49.0,69,0,0,0,0,0,0,0,3381.0
M,300.8,312.3,1535,40.3,71,0,0,0,0,0,0,1,2861.2999999999997
H,300.7,312.4,1457,47.2,74,0,0,0,0,0,0,2,3492.8
L,300.8,312.4,1493,39.1,79,0,0,0,0,0,0,0,3088.9
H,300.7,312.3,1670,27.3,81,0,0,0,0,0,0,2,2211.3
H,300.7,312.3,1446,45.4,86,0,0,0,0,0,0,2,3904.4
L,300.8,312.4,1465,59.1,91,1,0,0,1,0,0,0,5378.1
L,300.7,312.3,1590,36.3,93,0,0,0,0,0,0,0,3375.8999999999996
M,300.6,312.2,2174,18.5,95,0,0,0,0,0,0,1,1757.5
L,300.7,312.4,1590,37.9,98,0,0,0,0,0,0,0,3714.2
L,300.7,312.3,1577,33.2,100,0,0,0,0,0,0,0,3320.0000000000005
M,300.7,312.4,1371,61.7,102,0,0,0,0,0,0,1,6293.400000000001
L,300.8,312.4,1767,25.6,105,0,0,0,0,0,0,0,2688.0
L,300.8,312.5,1517,39.2,107,0,0,0,0,0,0,0,4194.400000000001
M,300.9,312.6,1555,40.6,109,0,0,0,0,0,0,1,4425.400000000001
L,300.9,312.7,1416,43.8,112,0,0,0,0,0,0,0,4905.599999999999
M,300.8,312.6,1588,35.6,114,0,0,0,0,0,0,1,4058.4
L,300.8,312.6,1422,50.0,117,0,0,0,0,0,0,0,5850.0
L,300.8,312.6,1376,53.6,119,0,0,0,0,0,0,0,6378.400000000001
L,300.8,312.5,1434,50.7,121,0,0,0,0,0,0,0,6134.700000000001
L,300.8,312.5,1423,47.3,123,0,0,0,0,0,0,0,5817.9
L,300.9,312.4,1364,52.5,125,0,0,0,0,0,0,0,6562.5
L,300.8,312.4,1825,23.8,127,0,0,0,0,0,0,0,3022.6
L,300.8,312.4,1365,44.5,129,0,0,0,0,0,0,0,5740.5
M,300.7,312.3,1430,47.2,131,0,0,0,0,0,0,1,6183.200000000001
L,300.8,312.3,1435,44.8,134,0,0,0,0,0,0,0,6003.2
M,300.8,312.4,1811,25.1,136,0,0,0,0,0,0,1,3413.6000000000004
M,300.8,312.4,1465,43.7,139,0,0,0,0,0,0,1,6074.3
L,300.9,312.4,1372,51.0,142,0,0,0,0,0,0,0,7242.0
L,300.8,312.3,1858,26.3,144,0,0,0,0,0,0,0,3787.2000000000003
L,300.7,312.3,1715,26.8,146,0,0,0,0,0,0,0,3912.8
L,300.7,312.2,1590,38.5,148,0,0,0,0,0,0,0,5698.0
M,300.8,312.2,1664,25.7,150,0,0,0,0,0,0,1,3855.0
L,300.7,312.1,1512,36.9,153,0,0,0,0,0,0,0,5645.7
L,300.7,312.1,1498,44.0,155,0,0,0,0,0,0,0,6820.0
L,300.7,312.1,1395,41.9,157,0,0,0,0,0,0,0,6578.3
H,300.7,312.1,1490,43.1,159,0,0,0,0,0,0,2,6852.900000000001
H,300.8,312.1,1527,35.1,164,0,0,0,0,0,0,2,5756.400000000001
L,300.8,312.1,1512,37.1,169,0,0,0,0,0,0,0,6269.900000000001
L,300.9,312.1,1474,42.4,171,0,0,0,0,0,0,0,7250.4
L,300.8,312.1,1505,41.3,173,0,0,0,0,0,0,0,7144.9
L,300.8,312.0,1496,40.0,175,0,0,0,0,0,0,0,7000.0
L,300.8,312.0,1382,49.3,177,0,0,0,0,0,0,0,8726.1
L,300.7,311.9,1419,47.7,179,0,0,0,0,0,0,0,8538.300000000001
L,300.7,311.9,1462,39.7,181,0,0,0,0,0,0,0,7185.700000000001
M,300.8,312.0,1450,45.0,183,0,0,0,0,0,0,1,8235.0
H,300.7,311.9,1389,46.5,186,0,0,0,0,0,0,2,8649.0
M,300.7,311.9,1697,28.2,191,0,0,0,0,0,0,1,5386.2
L,300.7,311.9,1335,57.1,194,1,0,0,0,1,0,0,11077.4
L,300.7,311.9,1476,42.0,196,0,0,0,0,0,0,0,8232.0
L,300.6,311.7,1497,43.6,198,0,0,0,0,0,0,0,8632.800000000001
M,300.6,311.6,1669,29.2,200,0,0,0,0,0,0,1,5840.0
L,300.6,311.6,1455,48.0,203,0,0,0,0,0,0,0,9744.0
L,300.7,311.7,1499,38.4,205,0,0,0,0,0,0,0,7872.0
L,300.7,311.8,1478,41.9,207,0,0,0,0,0,0,0,8673.3
L,300.8,311.8,1928,21.8,209,0,0,0,0,0,0,0,4556.2
M,300.8,311.9,1621,28.3,211,0,0,0,0,0,0,1,5971.3
M,300.8,311.9,1356,44.3,214,0,0,0,0,0,0,1,9480.199999999999
L,300.8,311.7,1490,46.4,217,0,0,0,0,0,0,0,10068.8
L,300.8,311.7,1578,31.4,219,0,0,0,0,0,0,0,6876.599999999999
L,300.8,311.7,1681,31.3,221,0,0,0,0,0,0,0,6917.3
L,300.8,311.8,1417,43.4,223,0,0,0,0,0,0,0,9678.199999999999
M,300.7,311.7,1532,40.0,0,0,0,0,0,0,0,1,0.0
M,300.7,311.7,1499,38.9,3,0,0,0,0,0,0,1,116.69999999999999
L,300.8,311.7,1432,45.8,6,0,0,0,0,0,0,0,274.79999999999995
L,300.8,311.7,1753,29.0,8,0,0,0,0,0,0,0,232.0
L,300.8,311.7,1414,49.0,10,0,0,0,0,0,0,0,490.0
L,300.8,311.7,1655,32.2,12,0,0,0,0,0,0,0,386.40000000000003
L,300.8,311.6,1516,35.6,14,0,0,0,0,0,0,0,498.40000000000003
L,300.8,311.7,1426,45.5,16,0,0,0,0,0,0,0,728.0
L,300.8,311.7,1479,39.4,18,0,0,0,0,0,0,0,709.1999999999999
M,300.7,311.5,1569,36.4,20,0,0,0,0,0,0,1,728.0
L,300.8,311.6,1568,36.0,23,0,0,0,0,0,0,0,828.0
M,300.9,311.8,1843,24.5,25,0,0,0,0,0,0,1,612.5
M,300.9,311.9,1480,40.9,28,0,0,0,0,0,0,1,1145.2
L,301.0,312.0,1447,36.8,31,0,0,0,0,0,0,0,1140.8
L,301.0,311.9,1454,41.9,33,0,0,0,0,0,0,0,1382.7
M,300.9,311.9,1310,56.1,35,0,0,0,0,0,0,1,1963.5
H,300.9,311.9,1513,38.0,38,0,0,0,0,0,0,2,1444.0
H,300.9,311.9,2140,16.5,43,0,0,0,0,0,0,2,709.5
L,301.0,312.1,1377,49.9,48,0,0,0,0,0,0,0,2395.2
L,301.0,312.1,1585,32.3,50,0,0,0,0,0,0,0,1614.9999999999998
H,301.1,312.2,1491,42.6,52,0,0,0,0,0,0,2,2215.2000000000003
L,301.0,312.2,1264,59.0,57,0,0,0,0,0,0,0,3363.0
L,301.0,312.2,1372,47.0,59,0,0,0,0,0,0,0,2773.0
L,301.0,312.2,1510,39.9,61,0,0,0,0,0,0,0,2433.9
L,300.9,312.1,1423,40.2,63,0,0,0,0,0,0,0,2532.6000000000004
L,301.1,312.3,1464,35.3,65,0,0,0,0,0,0,0,2294.5
L,301.0,312.2,1602,35.9,67,0,0,0,0,0,0,0,2405.2999999999997
M,301.0,312.2,1629,32.6,69,0,0,0,0,0,0,1,2249.4
L,300.9,312.2,1811,23.2,72,0,0,0,0,0,0,0,1670.3999999999999
L,300.9,312.1,1711,28.8,74,0,0,0,0,0,0,0,2131.2000000000003
M,300.9,312.1,1297,48.6,76,0,0,0,0,0,0,1,3693.6
L,301.0,312.1,1405,46.1,79,0,0,0,0,0,0,0,3641.9
L,301.1,312.2,1397,54.9,81,0,0,0,0,0,0,0,4446.9
L,301.1,312.3,1682,29.7,83,0,0,0,0,0,0,0,2465.1
L,301.2,312.3,1528,38.4,85,0,0,0,0,0,0,0,3264.0
M,301.2,312.3,1548,38.3,87,0,0,0,0,0,0,1,3332.1
H,301.2,312.4,1395,47.8,90,0,0,0,0,0,0,2,4302.0
L,301.2,312.4,1378,59.0,95,0,0,0,0,0,0,0,5605.0
L,301.2,312.4,1480,53.5,97,0,0,0,0,0,0,0,5189.5
M,301.2,312.4,1428,36.6,99,0,0,0,0,0,0,1,3623.4
M,301.2,312.4,1505,39.6,102,0,0,0,0,0,0,1,4039.2000000000003
L,301.0,312.3,1445,36.4,105,0,0,0,0,0,0,0,3822.0
L,301.0,312.3,1488,42.6,107,0,0,0,0,0,0,0,4558.2
L,301.0,312.2,1601,33.0,109,0,0,0,0,0,0,0,3597.0
L,301.0,312.3,1550,34.9,111,0,0,0,0,0,0,0,3873.8999999999996
L,301.0,312.2,1540,34.1,113,0,0,0,0,0,0,0,3853.3
L,301.1,312.3,1587,34.5,115,0,0,0,0,0,0,0,3967.5
H,301.0,312.2,1489,40.3,117,0,0,0,0,0,0,2,4715.099999999999
L,301.1,312.3,1486,34.9,122,0,0,0,0,0,0,0,4257.8
L,301.1,312.4,1430,37.9,124,0,0,0,0,0,0,0,4699.599999999999
M,301.1,312.4,1809,25.1,126,0,0,0,0,0,0,1,3162.6000000000004
L,301.1,312.3,1534,39.0,129,0,0,0,0,0,0,0,5031.0
M,301.1,312.3,1852,25.9,131,0,0,0,0,0,0,1,3392.8999999999996
L,301.1,312.3,1595,31.9,134,0,0,0,0,0,0,0,4274.599999999999
L,301.0,312.3,1424,43.5,136,0,0,0,0,0,0,0,5916.0
L,301.0,312.2,1776,28.8,138,0,0,0,0,0,0,0,3974.4
M,301.0,312.2,1499,41.5,140,0,0,0,0,0,0,1,5810.0
M,301.0,312.2,2710,9.7,143,1,0,0,1,0,0,1,1387.1
L,300.9,312.1,1359,51.7,146,0,0,0,0,0,0,0,7548.200000000001
M,300.9,312.1,1617,31.0,148,0,0,0,0,0,0,1,4588.0
M,300.8,312.0,1443,53.3,151,0,0,0,0,0,0,1,8048.299999999999
L,300.8,312.0,1374,50.2,154,0,0,0,0,0,0,0,7730.8
M,300.9,312.1,1851,23.0,156,0,0,0,0,0,0,1,3588.0
M,300.8,312.0,1274,67.3,159,0,0,0,0,0,0,1,10700.699999999999
L,300.9,312.0,1533,44.0,162,0,0,0,0,0,0,0,7128.0
L,300.8,312.0,1477,37.3,164,0,0,0,0,0,0,0,6117.2
L,300.9,312.1,1462,46.0,166,0,0,0,0,0,0,0,7636.0
M,301.0,312.1,1664,28.4,168,0,0,0,0,0,0,1,4771.2
L,300.8,311.9,1414,41.1,171,0,0,0,0,0,0,0,7028.1
H,300.9,312.0,2129,17.8,173,0,0,0,0,0,0,2,3079.4
L,300.8,311.8,1323,61.1,178,0,0,0,0,0,0,0,10875.800000000001
L,300.8,311.8,1427,43.3,180,0,0,0,0,0,0,0,7793.999999999999
M,300.9,312.0,1375,56.1,182,0,0,0,0,0,0,1,10210.2
M,300.9,312.0,1402,50.7,185,0,0,0,0,0,0,1,9379.5
L,300.9,312.0,1500,44.2,188,0,0,0,0,0,0,0,8309.6
M,301.0,312.0,1558,37.5,190,0,0,0,0,0,0,1,7125.0
M,300.9,312.0,1447,41.4,193,0,0,0,0,0,0,1,7990.2
L,301.0,312.0,1518,39.3,196,0,0,0,0,0,0,0,7702.799999999999
L,301.0,311.9,1889,23.5,198,0,0,0,0,0,0,0,4653.0
L,301.0,312.1,1675,30.7,200,0,0,0,0,0,0,0,6140.0
H,300.9,312.0,1720,27.9,202,0,0,0,0,0,0,2,5635.799999999999
M,301.0,312.0,1499,34.6,207,0,0,0,0,0,0,1,7162.200000000001
L,300.9,312.0,1441,43.8,210,0,0,0,0,0,0,0,9198.0
H,300.9,312.0,1397,42.7,212,0,0,0,0,0,0,2,9052.400000000001
L,300.9,312.0,1493,38.7,217,0,0,0,0,0,0,0,8397.900000000001
M,300.8,312.0,1422,50.7,219,0,0,0,0,0,0,1,11103.300000000001
L,300.7,311.9,1399,50.2,222,1,0,0,0,1,0,0,11144.400000000001
L,300.6,311.9,1425,44.9,224,0,0,0,0,0,0,0,10057.6
L,300.6,311.8,1501,44.8,226,0,0,0,0,0,0,0,10124.8
M,300.6,311.9,1629,35.3,0,0,0,0,0,0,0,1,0.0
L,300.6,312.0,1490,42.2,3,0,0,0,0,0,0,0,126.60000000000001
L,300.7,312.0,1550,32.4,5,0,0,0,0,0,0,0,162.0
L,300.8,312.0,1416,46.5,7,0,0,0,0,0,0,0,325.5
L,300.7,311.9,1485,38.8,9,0,0,0,0,0,0,0,349.2
L,300.7,311.8,1564,36.8,11,0,0,0,0,0,0,0,404.79999999999995
L,300.7,311.7,1910,19.7,13,0,0,0,0,0,0,0,256.09999999999997
L,300.7,311.7,1460,46.1,15,0,0,0,0,0,0,0,691.5
L,300.7,311.8,1603,34.1,17,0,0,0,0,0,0,0,579.7
L,300.7,311.8,1486,47.3,19,0,0,0,0,0,0,0,898.6999999999999
L,300.8,311.9,1560,31.8,21,0,0,0,0,0,0,0,667.8000000000001
L,300.8,311.9,1498,39.3,23,0,0,0,0,0,0,0,903.9
H,300.8,311.9,1431,48.5,25,0,0,0,0,0,0,2,1212.5
L,300.8,311.9,1486,45.1,30,0,0,0,0,0,0,0,1353.0
L,300.7,311.9,1486,35.8,32,0,0,0,0,0,0,0,1145.6
L,300.7,311.8,1441,38.1,34,0,0,0,0,0,0,0,1295.4
M,300.7,311.9,1366,55.1,36,0,0,0,0,0,0,1,1983.6000000000001
L,300.6,311.8,1471,41.4,39,0,0,0,0,0,0,0,1614.6
L,300.6,311.9,1463,38.2,41,0,0,0,0,0,0,0,1566.2
L,300.6,311.9,1413,41.3,43,0,0,0,0,0,0,0,1775.8999999999999
H,300.6,311.9,1604,30.5,45,0,0,0,0,0,0,2,1372.5
L,300.7,312.0,1401,51.1,50,0,0,0,0,0,0,0,2555.0
L,300.6,311.8,1652,27.2,52,0,0,0,0,0,0,0,1414.3999999999999
L,300.5,311.9,1403,45.7,54,0,0,0,0,0,0,0,2467.8
L,300.5,311.9,1887,21.7,56,0,0,0,0,0,0,0,1215.2
L,300.4,311.8,1405,47.9,58,0,0,0,0,0,0,0,2778.2
H,300.2,311.6,1496,41.1,60,0,0,0,0,0,0,2,2466.0
L,300.1,311.5,1499,43.4,65,0,0,0,0,0,0,0,2821.0
L,300.2,311.5,1549,37.2,67,0,0,0,0,0,0,0,2492.4
L,300.3,311.6,1515,44.9,69,0,0,0,0,0,0,0,3098.1
L,300.2,311.6,1540,37.7,71,0,0,0,0,0,0,0,2676.7000000000003
H,300.2,311.5,1426,44.3,73,0,0,0,0,0,0,2,3233.8999999999996
M,300.2,311.6,1465,41.4,78,0,0,0,0,0,0,1,3229.2
M,300.3,311.6,1359,54.1,81,0,0,0,0,0,0,1,4382.1
M,300.3,311.7,1551,36.4,84,0,0,0,0,0,0,1,3057.6
L,300.5,311.8,1596,34.8,87,0,0,0,0,0,0,0,3027.6
M,300.5,311.9,1670,26.3,89,0,0,0,0,0,0,1,2340.7000000000003
L,300.4,311.9,1868,21.3,92,0,0,0,0,0,0,0,1959.6000000000001
M,300.6,312.0,1490,39.8,94,0,0,0,0,0,0,1,3741.2
M,300.5,311.9,1676,35.2,97,0,0,0,0,0,0,1,3414.4
M,300.5,311.9,1875,22.1,100,0,0,0,0,0,0,1,2210.0
M,300.5,312.0,1867,23.0,103,0,0,0,0,0,0,1,2369.0
L,300.5,312.0,1646,29.5,106,0,0,0,0,0,0,0,3127.0
H,300.5,312.0,1375,43.2,108,0,0,0,0,0,0,2,4665.6
L,300.5,312.0,1558,36.7,113,0,0,0,0,0,0,0,4147.1
L,300.4,312.0,1631,34.9,115,0,0,0,0,0,0,0,4013.5
L,300.4,312.0,1366,43.0,117,0,0,0,0,0,0,0,5031.0
L,300.3,311.8,1360,48.0,119,0,0,0,0,0,0,0,5712.0
L,300.3,311.8,1547,39.7,121,0,0,0,0,0,0,0,4803.700000000001
L,300.3,311.7,1571,31.2,123,0,0,0,0,0,0,0,3837.6
L,300.2,311.5,1528,36.1,125,0,0,0,0,0,0,0,4512.5
H,300.2,311.5,1432,43.6,127,0,0,0,0,0,0,2,5537.2
L,300.2,311.6,1356,53.5,132,0,0,0,0,0,0,0,7062.0
H,300.1,311.5,1422,46.2,134,0,0,0,0,0,0,2,6190.8
L,300.1,311.4,1438,42.2,139,0,0,0,0,0,0,0,5865.8
L,300.2,311.4,1483,44.4,141,0,0,0,0,0,0,0,6260.4
L,300.2,311.4,1331,49.8,143,0,0,0,0,0,0,0,7121.4
L,300.2,311.4,1463,37.5,145,0,0,0,0,0,0,0,5437.5
L,300.1,311.4,1446,40.6,147,0,0,0,0,0,0,0,5968.2
L,300.1,311.4,1356,45.7,149,0,0,0,0,0,0,0,6809.3
L,300.1,311.3,1676,30.3,151,0,0,0,0,0,0,0,4575.3
L,300.1,311.4,1910,23.0,153,0,0,0,0,0,0,0,3519.0
L,300.2,311.6,1375,56.9,155,0,0,0,0,0,0,0,8819.5
M,300.2,311.6,1513,40.8,157,0,0,0,0,0,0,1,6405.599999999999
L,300.2,311.6,1511,35.7,160,0,0,0,0,0,0,0,5712.0
H,300.2,311.6,1662,28.8,162,0,0,0,0,0,0,2,4665.6
L,300.2,311.7,1493,48.3,167,0,0,0,0,0,0,0,8066.099999999999
M,300.2,311.7,1555,37.4,169,0,0,0,0,0,0,1,6320.599999999999
L,300.3,311.7,1452,41.5,172,0,0,0,0,0,0,0,7138.0
L,300.2,311.6,1500,39.0,174,0,0,0,0,0,0,0,6786.0
L,300.2,311.7,1603,30.5,176,0,0,0,0,0,0,0,5368.0
L,300.3,311.7,1682,27.8,178,0,0,0,0,0,0,0,4948.400000000001
L,300.3,311.8,1567,37.7,180,0,0,0,0,0,0,0,6786.000000000001
L,300.3,311.8,1413,46.0,182,0,0,0,0,0,0,0,8372.0
M,300.3,311.9,1429,41.6,184,0,0,0,0,0,0,1,7654.400000000001
L,300.3,311.9,1692,31.5,187,0,0,0,0,0,0,0,5890.5
L,300.4,311.9,1476,48.7,189,0,0,0,0,0,0,0,9204.300000000001
M,300.4,312.0,1596,30.4,191,0,0,0,0,0,0,1,5806.4
H,300.3,311.9,1390,49.0,194,0,0,0,0,0,0,2,9506.0
M,300.3,311.8,1607,33.7,199,0,0,0,0,0,0,1,6706.3
L,300.3,311.7,1821,26.3,202,0,0,0,0,0,0,0,5312.6
H,300.3,311.8,2141,18.5,204,0,0,0,0,0,0,2,3774.0
M,300.4,311.8,1553,33.1,209,1,1,0,0,0,0,1,6917.900000000001
M,300.4,311.8,1442,45.1,0,0,0,0,0,0,0,1,0.0
L,300.4,311.7,1459,45.6,3,0,0,0,0,0,0,0,136.8
H,300.4,311.8,2496,13.5,5,0,0,0,0,0,0,2,67.5
L,300.4,311.8,1367,57.2,10,0,0,0,0,0,0,0,572.0
L,300.3,311.8,2004,19.6,12,0,0,0,0,0,0,0,235.20000000000002
L,300.3,311.7,1406,47.5,14,0,0,0,0,0,0,0,665.0
L,300.3,311.8,1548,33.0,16,0,0,0,0,0,0,0,528.0
L,300.3,311.7,1333,55.2,18,0,0,0,0,0,0,0,993.6
L,300.2,311.6,1767,26.4,20,0,0,0,0,0,0,0,528.0
L,300.2,311.6,1827,27.0,22,0,0,0,0,0,0,0,594.0
M,300.2,311.6,1533,46.4,24,0,0,0,0,0,0,1,1113.6
H,300.2,311.5,1515,36.8,27,0,0,0,0,0,0,2,993.5999999999999
L,300.2,311.4,1568,41.0,32,0,0,0,0,0,0,0,1312.0
L,300.2,311.4,1452,47.8,34,0,0,0,0,0,0,0,1625.1999999999998
L,300.2,311.4,1433,37.9,36,0,0,0,0,0,0,0,1364.3999999999999
M,300.1,311.3,1650,33.8,38,0,0,0,0,0,0,1,1284.3999999999999
L,300.1,311.4,1629,31.3,41,0,0,0,0,0,0,0,1283.3
L,300.0,311.3,1520,39.2,43,0,0,0,0,0,0,0,1685.6000000000001
H,300.0,311.2,1393,43.1,45,0,0,0,0,0,0,2,1939.5
H,299.9,311.2,1364,49.6,50,0,0,0,0,0,0,2,2480.0
M,299.9,311.3,1389,50.0,55,0,0,0,0,0,0,1,2750.0
L,299.8,311.1,1466,46.1,58,0,0,0,0,0,0,0,2673.8
L,299.7,311.1,1650,32.4,60,0,0,0,0,0,0,0,1944.0
L,299.6,311.0,1554,36.3,62,0,0,0,0,0,0,0,2250.6
M,299.6,310.9,1474,39.7,64,0,0,0,0,0,0,1,2540.8
H,299.5,310.8,1600,32.4,67,0,0,0,0,0,0,2,2170.7999999999997
L,299.5,310.8,1356,54.9,72,0,0,0,0,0,0,0,3952.7999999999997
L,299.5,310.8,1571,38.2,74,0,0,0,0,0,0,0,2826.8
L,299.6,310.9,1658,28.0,76,0,0,0,0,0,0,0,2128.0
L,299.6,310.8,1393,49.9,78,0,0,0,0,0,0,0,3892.2
M,299.7,311.0,1448,49.8,80,0,0,0,0,0,0,1,3984.0
L,299.7,310.9,1477,40.4,83,0,0,0,0,0,0,0,3353.2
M,299.7,311.0,1506,42.7,85,0,0,0,0,0,0,1,3629.5000000000005
M,299.7,310.9,1685,32.1,88,0,0,0,0,0,0,1,2824.8
L,299.6,310.9,1533,31.8,91,0,0,0,0,0,0,0,2893.8
L,299.5,310.8,1447,41.0,93,0,0,0,0,0,0,0,3813.0
M,299.5,310.7,1488,39.5,95,0,0,0,0,0,0,1,3752.5
M,299.6,310.8,1427,50.4,98,0,0,0,0,0,0,1,4939.2
M,299.5,310.7,1424,41.3,101,0,0,0,0,0,0,1,4171.299999999999
L,299.5,310.7,1472,40.9,104,0,0,0,0,0,0,0,4253.599999999999
L,299.5,310.7,1438,45.7,106,0,0,0,0,0,0,0,4844.200000000001
L,299.6,310.8,1507,42.4,108,0,0,0,0,0,0,0,4579.2
L,299.6,310.7,1393,52.1,110,0,0,0,0,0,0,0,5731.0
L,299.5,310.8,1283,52.4,112,0,0,0,0,0,0,0,5868.8
L,299.6,310.8,1644,30.9,114,0,0,0,0,0,0,0,3522.6
L,299.6,310.8,1498,46.9,116,0,0,0,0,0,0,0,5440.4
L,299.6,310.8,1400,40.8,118,0,0,0,0,0,0,0,4814.4
H,299.6,310.9,1679,31.2,120,0,0,0,0,0,0,2,3744.0
M,299.7,311.1,1618,30.3,125,0,0,0,0,0,0,1,3787.5
H,299.6,311.0,1714,30.2,128,0,0,0,0,0,0,2,3865.6
L,299.6,311.0,1574,35.0,133,0,0,0,0,0,0,0,4655.0
L,299.7,311.1,1574,36.4,135,0,0,0,0,0,0,0,4914.0
L,299.6,310.9,1472,40.9,137,0,0,0,0,0,0,0,5603.3
L,299.6,311.0,1552,33.2,139,0,0,0,0,0,0,0,4614.8
L,299.7,311.1,1603,31.4,141,0,0,0,0,0,0,0,4427.4
H,299.7,311.1,1353,47.1,143,0,0,0,0,0,0,2,6735.3
L,299.7,311.1,1690,30.6,148,0,0,0,0,0,0,0,4528.8
M,299.8,311.2,1745,26.3,150,0,0,0,0,0,0,1,3945.0
L,299.9,311.3,1522,45.7,153,0,0,0,0,0,0,0,6992.1
H,300.0,311.4,1641,34.5,155,0,0,0,0,0,0,2,5347.5
L,299.9,311.4,1596,28.9,160,0,0,0,0,0,0,0,4624.0
H,299.9,311.4,1497,37.0,162,0,0,0,0,0,0,2,5994.0
L,299.9,311.3,1371,52.3,167,0,0,0,0,0,0,0,8734.1
M,299.9,311.3,1445,41.2,169,0,0,0,0,0,0,1,6962.8
L,299.8,311.2,1564,40.0,172,0,0,0,0,0,0,0,6880.0
L,299.7,311.1,1439,44.9,174,0,0,0,0,0,0,0,7812.599999999999
L,299.7,311.2,1352,52.1,176,0,0,0,0,0,0,0,9169.6
L,299.8,311.3,1560,35.4,178,0,0,0,0,0,0,0,6301.2
M,299.7,311.2,1616,42.3,180,0,0,0,0,0,0,1,7613.999999999999
L,299.7,311.2,1835,23.7,183,0,0,0,0,0,0,0,4337.099999999999
M,299.7,311.1,1649,32.7,185,0,0,0,0,0,0,1,6049.500000000001
L,299.8,311.1,1452,47.3,188,0,0,0,0,0,0,0,8892.4
L,299.8,311.1,2144,17.7,190,0,0,0,0,0,0,0,3363.0
L,299.7,311.1,1554,41.0,192,0,0,0,0,0,0,0,7872.0
L,299.7,311.0,1827,25.4,194,0,0,0,0,0,0,0,4927.599999999999
